idx,title,genres
1254,The Host (2006),4|13|23|124
1255,The Conjuring (2013),6|13
1256,The NeverEnding Story II: The Next Chapter (1990),0|8|53
1257,Who Framed Roger Rabbit? (1988),0|1|8|12|36|79|86
1258,Dracula Untold (2014),0|1|2|5|8|13|78
1259,The Ugly Truth (2009),25
1260,Wimbledon (2004),25|101
1261,The Smurfs 2 (2013),0|23|53
1262,The Proposal (2009),23|25
1263,Battlestar Galactica,None
1264,Navy Seals (1990),1|6|10
1265,Still Alice (2014),5
1266,Family Guy Presents: It's a Trap (2011),79
1267,Shadow of the Vampire (2000),5|13|78
1268,Outside Providence (1999),5|25|55
1269,Adaptation (2002),5|8|23
1270,Rocky II (1979),1|5|101
1271,Anaconda (1997),1|2|6|13
1272,The Mummy: Tomb of the Dragon Emperor (2008),0|1|13
1273,It Could Happen to You (1994),25|32
1274,Ronin (1998),1|5|6|34|48
1275,Smokey and the Bandit III (1983),23|60
1276,"Crouching Tiger, Hidden Dragon (2000)",0|1|2|5|55|67
1277,Dracula (1993),5|8|13|27|55|61|78
1278,Red Cliff (2008),1|45
1279,Burn After Reading (2008),5|16|23
1280,30 Days of Night (2007),13|78
1281,Dallas Buyers Club (2013),5|11|17
1282,Inside Man (2006),1|5|16|34
1283,Central Intelligence (2016),1|23|42
1284,Whiskey Tango Foxtrot (2016),32
1285,Manhattan (1979),25
1286,Breakfast at Tiffany's (1961),8|23|25
1287,Splash (1984),0|25|32|38
1288,Spellbound (1945),5|8|35|55|58
1289,Airplane! (1980),23|40|62|80|92
1290,The Buddy Holly Story (1978),5|11|49
1291,Sleepers (1996),5|8|12|16|18|26|36|70|93
1292,The Grifters (1990),5|16|34|36|58
1293,Nightcrawler (2014),5|6|36
1294,Family Plot (1976),6|8|23|35|52|106
1295,A Separation (2011),5
1296,Midnight Run (1988),1|12|16|23
1297,Marie Antoinette (2006),5|8|11
1298,A Few Good Men (1992),5|6|16|90|93
1299,Laura (1944),5|8|16|28|35|58
1300,In the Line of Fire (1993),1|5|6|16|75
1301,Look Who's Talking (1989),25
1302,Lara Croft Tomb Raider: The Cradle of Life (2003),0|1|31|68
1303,Cast Away (2000),2|5
1304,Police Academy 2: Their First Assignment (1985),16|23
1305,Maverick (1994),23|51
1306,The Da Vinci Code (2006),5|8|31|35|52
1307,Mars Attacks! (1996),4|13|38|62
1308,Arsenic and Old Lace (1944),8|23|58|106
1309,Titanic (1953),1|5|40|55
1310,Pitch Black (2000),1|2|4|6|13|56
1311,King Arthur (2004),1|5|10
1312,Clash of the Titans (2010),0|1|5
1313,Pixels (2015),0|4|60|62|136
1314,Bride of Chucky (1998),13|25|37|62|73|88
1315,Bedazzled (2000),0|23|25|38
1316,Changing Lanes (2002),5
1317,Babylon A.D. (2008),1|4|8|22
1318,Mr. Deeds (2002),25
1319,Taken 2 (2012),1|52
1320,Cruel Intentions (1999),5|8|17|37|55
1321,Lord of War (2005),1|5|16
1322,Dumb & Dumber (1994),12|23
1323,Night Watch (2004),0|1|6|8|78
1324,Blended (2014),23|55
1325,Max Payne (2008),1|5|6|16|36|52
1326,Iron Monkey (1993),1|67
1327,Blade: Trinity (2004),0|1|4|6|13|36|78
1328,Final Fantasy VII: Advent Children (2005),0|1|4|119
1329,Star Trek II: The Wrath of Khan (1982),1|2|4|6
1330,Rocky III (1982),1|5|101
1331,Old School (2003),23
1332,A Knight's Tale (2001),1|2|23|55|63
1333,Chinatown (1974),5|35|36|52|58
1334,Napoleon Dynamite (2004),23|26|37
1335,Team America: World Police (2004),1|10|49|80
1336,Hidden Figures (2016),5|11
1337,Tropic Thunder (2008),1|23|62
1338,Turner & Hooch (1989),1|23|42
1339,The Stupids (1996),2
1340,Tomorrowland (2015),0|1|2|4|35
1341,Cars 2 (2011),1|12|48
1342,Muppets Most Wanted (2014),0|4|23|34|35|49
1343,Lethal Weapon (1987),1|6|12|16|42|64
1344,A Goofy Movie (1995),0|2|12|23|26|49|50|53
1345,White House Down (2013),1|5|6|75
1346,Bill & Ted's Bogus Journey (1991),0|4|12|37|62|81
1347,The Adventures of Milo and Otis (1986),2|5|53
1348,Spy Kids 3-D: Game Over (2003),0|1|2|23|48|74
1349,The Indian in the Cupboard (1995),0|2|8|53
1350,Senna (2010),109
1351,Midnight in the Garden of Good and Evil (1997),5|8|16|17|36|64
1352,Lethal Weapon 2 (1989),1|6|12|42
1353,A Grand Day Out with Wallace and Gromit (1989),0|23|53
1354,Wallace and Gromit in 'A Matter of Loaf and Death' (2008),23
1355,Beauty and the Beast (1991),0|5|32|49|50|55
1356,Thor: The Dark World (2013),0|1|2|4|46
1357,A Christmas Story (1983),8|23|64
1358,The Godfather (1972),5|7|8|16
1359,Blazing Saddles (1974),23|51
1360,Wayne's World (1992),12|23|49
1361,Indiana Jones and the Last Crusade (1989),2|31|60
1362,The Puppet Masters (1994),4|8|13
1363,A Beautiful Mind (2001),5|8|11
1364,The Godfather: Part III (1990),5|16
1365,Critters (1986),1|2|4|13|23|73
1366,Rio (2011),0|49|53
1367,Warrior (2011),1|5|67|133
1368,Dead Men Don't Wear Plaid (1982),16|35|58
1369,Chicken Little (2005),0|4|23|26|40|49|53|117
1370,Prelude to a Kiss (1992),0|17|25
1371,Persona (1966),5|123
1372,Horton Hears a Who! (2008),8|53
1373,Scary Movie (2000),13|37|73
1374,Run All Night (2015),1|16
1375,House of 1000 Corpses (2003),13|88
1376,Kiss the Girls (1998),5|8|16
1377,MirrorMask (2005),0|2
1378,Kramer vs. Kramer (1979),5|8
1379,Miller's Crossing (1990),5|16|36|58
1380,Dark Water (2005),5|8|13|15
1381,Babe (1995),0|5|8|23|32|71
1382,Mickey Blue Eyes (1999),16|25
1383,Class (1983),25|26|32
1384,Can't Hardly Wait (1998),25|26|32|37
1385,Play Misty for Me (1971),16|35|52|54
1386,The Master (2012),5
1387,Green Lantern (2011),0|1|4|46
1388,Nick and Norah's Infinite Playlist (2008),17|25|26|32|37
1389,Across the Universe (2007),0|5|49|55
1390,School Daze (1988),26|32|49
1391,Touching the Void (2003),5|8|109
1392,RoboCop 2 (1990),1|4|46
1393,Fletch (1985),16|23|35
1394,Sabrina (1954),25|32
1395,The Crow (1994),0|1|4|13
1396,Marty (1955),5|55
1397,Empire Records (1995),5|24|25|26|32|37
1398,Ghost (1990),0|5|55|76
1399,Two if by Sea (1996),25
1400,On the Waterfront (1954),5|16
1401,Dersu Uzala (1975),5
1402,13 Assassins (2010),1|5
1403,Art School Confidential (2006),5|17|23|32
1404,Lost Highway (1997),5|6|13|35|36|58
1405,Predator 2 (1990),1|4|13
1406,Mission to Mars (2000),1|2|4|6|38
1407,Free Willy (1993),5
1408,Tower Heist (2011),23|34
1409,The Return of the Living Dead (1985),4|23|73|114
1410,The House Bunny (2008),25|37|97
1411,Dragonheart (1996),0|1|2|12
1412,Mr. Woodcock (2007),23
1413,Grease 2 (1982),5|25|37|49
1414,The Shipping News (2001),5|8|55
1415,Supergirl (1984),0|1|4|37|53
1416,Finding Forrester (2000),5|26
1417,Clockers (1995),5|8|16|26|35|95
1418,L.A. Story (1991),0|25|32
1419,Wonder (2017),5
1420,Bridget Jones: The Edge of Reason (2004),5|8|17|25
1421,Romy and Michele's High School Reunion (1997),23|97
1422,Wicker Park (2004),5|35|55
1423,Smoke Signals (1998),12|26|32
1424,Ice Age 4: Continental Drift (2012),0|53
1425,The Great Muppet Caper (1981),23|34|35|49
1426,Richie Rich (1994),23
1427,L.A. Confidential (1997),5|6|8|16|35|36
1428,Scary Movie 2 (2001),62|73
1429,American Wedding (2003),25
1430,The Naked Gun 2 1/2: The Smell of Fear (1991),23
1431,The Hustler (1961),5|8|101
1432,Shakespeare in Love (1998),5|11|17|25|32
1433,The Aristocats (1970),0|25|49|50|53
1434,101 Dalmatians (1996),0|8|23|53
1435,Space Cowboys (2000),2|4|5|12|60
1436,Fiddler on the Roof (1971),5|8|32|49
1437,Rango (2011),23|51|53
1438,Sixteen Candles (1984),25|26|37
1439,Hot Tub Time Machine (2010),4|12|65
1440,Dawn of the Planet of the Apes (2014),4
1441,Orphan (2009),5|6|13|35
1442,Grizzly Man (2005),11|109
1443,My Cousin Vinny (1992),23|93
1444,Wet Hot American Summer (2001),17|25|62|80|139
1445,Dogma (1999),0|23
1446,Be Kind Rewind (2007),5|23
1447,Scary Movie 3 (2003),4|62|73
1448,The Limey (1999),5|16|28|36
1449,Uptown Girls (2003),5|23|97
1450,Making Mr. Right (1987),4|25|81
1451,Altered States (1980),0|4|5|6|8|13
1452,Chasing Amy (1997),5|23|25|32|55
1453,Clerks (1994),5|12|23
1454,Fury (2014),1|5|10
1455,Neighbors 2: Sorority Rising (2016),17|23
1456,The House of the Spirits (1993),5|8|55|70
1457,Date Night (2010),1|12|16|23|25
1458,Sabrina (1995),5|25|26
1459,The Room (2003),5|55
1460,Whip It (2009),5|8|26|32
1461,The Girl Who Leapt Through Time (2006),4|8|55|134
1462,Evan Almighty (2007),0|23
1463,Singin' in the Rain (1952),25|49
1464,Austin Powers: The Spy Who Shagged Me (1999),48|62
1465,The Adjustment Bureau (2011),0|1|4|6|55
1466,Date Movie (2006),5|25
1467,Disaster Movie (2008),23|40|62
1468,Superman Returns (2006),1|4
1469,Epic Movie (2007),23
1470,The Lizzie McGuire Movie (2003),25|37|49
1471,Dr. Seuss' The Lorax (2012),0|8|22|23|49
1472,Olympus Has Fallen (2013),1|6|75
1473,The Time Traveler's Wife (2009),0|4|5|8|54|55
1474,The Bachelor (1999),25
1475,Intolerable Cruelty (2003),5|16|25|32
1476,Police Academy 3: Back in Training (1986),1|92|94
1477,The Raid: Redemption (2011),1|16|67
1478,Role Models (2008),12|92
1479,Lethal Weapon 3 (1992),1|6|12|16|42
1480,FLCL (2000),23|84|129
1481,Punisher: War Zone (2008),1|5|69
1482,Hostel (2005),6|13
1483,Face/Off (1997),1|4|6|16
1484,Melancholia (2011),4|5|123
1485,Frankenstein (1931),4|8|13|56
1486,10 Cloverfield Lane (2016),1|4|5|6|13|40
1487,Project X (2012),23|37
1488,Die Another Day (2002),1|2|48
1489,Hitman (2007),1|5|6
1490,Spy Hard (1996),1|23|48
1491,Freddy vs. Jason (2003),37|79|88|121
1492,Small Soldiers (1998),0|1|2|4|23|38
1493,"The Way, Way Back (2013)",5|23|26|37
1494,Paddington (2014),8|23|74|128
1495,Return to Me (2000),5|25
1496,The Chamber (1996),5|6|8|18
1497,This Is 40 (2012),25|32
1498,I Heart Huckabees (2004),5|23
1499,The Accused (1988),5|16|93
1500,Das Experiment (2001),5|6|14|18
1501,Dumb and Dumber To (2014),12|23
1502,48 Hrs. (1982),6|12|23|42|60
1503,The Legend of Bagger Vance (2000),0|5|32
1504,The Abyss (1989),4
1505,My Fair Lady (1964),5|25|49|55
1506,Wings of Desire (1987),0|5
1507,Invictus (2009),5|8|11|45|101
1508,Life as We Know It (2010),5|25|32
1509,U-571 (2000),1|10
1510,The Legend of Drunken Master (1994),1|60|67
1511,Bowfinger (1999),23
1512,Super Size Me (2004),109
1513,RoboCop (1987),1|4|6|22|38|46
1514,Van Helsing (2004),0|1|13|59|78|79
1515,Mission: Impossible II (2000),1|6|48
1516,Jackass Number Two (2006),1|23|109
1517,The Exorcism of Emily Rose (2005),5|6|13|52|93
1518,Hunt for the Wilderpeople (2016),2|5|23
1519,Celtic Pride (1996),23
1520,In Good Company (2004),5|25|32
1521,Quiz Show (1994),5
1522,Son in Law (1993),25
1523,The Assassination of Jesse James by the Coward Robert Ford (2007),5|8|11|27|51
1524,Jerry Maguire (1996),5|23|55
1525,Monster (2003),5|11|16|17|97
1526,Steve Jobs (2015),5|11
1527,Braveheart (1995),1|5|10|11
1528,Hancock (2008),0|1|4|5|23|46
1529,All Dogs Go to Heaven (1989),0|5|12|32|49
1530,Donnie Darko (2001),0|4|5|13|32|35
1531,The Village (2004),5|6|13|35
1532,Drunken Master (1978),1|60|67
1533,Much Ado About Nothing (1993),25
1534,Hanna (2011),1|6|44
1535,Shanghai Noon (2000),1|12|23|42|51|67
1536,The Change-Up (2011),23
1537,About a Boy (2002),5|8|25|32
1538,Drop Dead Gorgeous (1999),37|39|100
1539,What We Do in the Shadows (2014),13|23|62|73|78|100|109|114
1540,Dark Shadows (2012),0|23|73|78
1541,Hamlet (1996),5
1542,Due Date (2010),12|23|98
1543,Meet Joe Black (1998),0|5|55
1544,The Forbidden Kingdom (2008),0|1|67
1545,The Last King of Scotland (2006),5|8
1546,Deuce Bigalow: Male Gigolo (1999),23|25|92|108
1547,Friday Night Lights (2004),1|5|8|101
1548,The Band's Visit (2007),5|23
1549,A Walk to Remember (2002),5|8|26|37|55
1550,Knight and Day (2010),1|2|23
1551,Mona Lisa Smile (2003),5|23|26|55
1552,Something to Talk About (1995),5|25|32
1553,Elizabethtown (2005),25
1554,Clear and Present Danger (1994),1|5|6|8|48|75
1555,Dr. Dolittle 2 (2001),0|23
1556,Agent Cody Banks (2003),1|25|48|53
1557,Louis C.K.: Chewed Up (2008),None
1558,Johnny English Reborn (2011),23|48
1559,Hannibal (2001),5|6|13
1560,Perfume: The Story of a Murderer (2006),0|5|6|8|13|14
1561,The Three Caballeros (1944),0|49|50|53
1562,Wolf Children (2012),5|53|104
1563,Star Trek: The Motion Picture (1979),2|4
1564,While You Were Sleeping (1995),25|64
1565,Mr. Smith Goes to Washington (1939),5|23|118
1566,Chicago (2002),5|18|23|32|49
1567,The Fugitive (1993),1|6|16
1568,Crank: High Voltage (2009),1|6|52
1569,"The Karate Kid, Part II (1986)",1|5|26|37|55|67
1570,Paul Blart: Mall Cop 2 (2015),23|60
1571,Candyman: Farewell to the Flesh (1995),13|88
1572,Trainwreck (2015),23|25
1573,Deuce Bigalow: European Gigolo (2005),23
1574,Firewall (2006),1|5|16|52
1575,The Thin Blue Line (1988),109
1576,Wolf (1994),5|25|73
1577,Heavyweights (1995),23|32|53
1578,The Secret of NIMH (1982),0|2|8
1579,The Adventures of Buckaroo Banzai Across the 8th Dimension (1984),4|23|46|81
1580,Coneheads (1993),2|4|23|81
1581,Coming to America (1988),25
1582,Femme Fatale (2002),16|102
1583,Crazy/Beautiful (2001),5|37|55
1584,Bubble Boy (2001),0|23
1585,Bridge of Spies (2015),10|11|93
1586,The Inbetweeners Movie (2011),23|26|37
1587,Indochine (1992),5|10|55
1588,Starsky & Hutch (2004),1|12|23|42
1589,The Pianist (2002),5|8|10|11|45|49
1590,White Men Can't Jump (1992),12|23
1591,Tombstone (1993),5|11|51
1592,Million Dollar Baby (2004),5|12|101
1593,Blade II (2002),0|1|4|6|13|36|78
1594,The Fountain (2006),0|2|4|5|55
1595,Mad Max (1979),1|20|22
1596,The Men Who Stare at Goats (2009),8|10|23
1597,Training Day (2001),1|16|42|95
1598,Midnight Express (1978),5|8|11|16|18|139
1599,Four Brothers (2005),1|5|6|16|35|95
1600,Serpico (1973),1|5|8|11|16
1601,The Pursuit of Happyness (2006),5|11
1602,Prisoners (2013),5|16
1603,Night at the Museum: Battle of the Smithsonian (2009),0|1|2|38|92
1604,Puss in Boots (2011),0|26|28
1605,Evil Dead II (1987),62|73|103|121
1606,Dracula (1931),5|8|13|78
1607,Dr. No (1962),1|8|48
1608,Black Mirror: White Christmas (2014),84
1609,Con Air (1997),1|6|17|18
1610,Futurama: Into the Wild Green Yonder (2008),4|23|81
1611,Nell (1994),5
1612,The World According to Garp (1982),5|17|25
1613,Jumanji (1995),0|1|8|23
1614,Sleepless in Seattle (1993),5|25|32
1615,Scent of a Woman (1992),5|26
1616,High Fidelity (2000),5|8|23|25|32|49|54
1617,Batman Returns (1992),0|1|36|46|64
1618,As Good as It Gets (1997),5|17|23|25|32|55
1619,Slap Shot (1977),5|23|32
1620,Batman (1966),0|1|23
1621,Toys (1992),0|2|4|23
1622,A Bridge Too Far (1977),1|5|8|10
1623,The Boy in the Striped Pajamas (2008),5|8
1624,Saving Private Ryan (1998),1|5|10
1625,Transcendence (2014),1|4|5|6|22
1626,Crash (2004),5|16
1627,Copycat (1995),13|16|35
1628,A Bug's Life (1998),23
1629,The Land Before Time (1988),2|5|12|26|74
1630,Pokémon: The First Movie (1998),111
1631,The Seven Year Itch (1955),23|25
1632,Body Heat (1981),5|35|36|87|102
1633,The Man Who Knew Too Much (1956),5|16|35|58|75
1634,American Beauty (1999),5|17|25|28|32
1635,The Aviator (2004),5|11
1636,DiG! (2004),109
1637,Little Big Man (1970),1|2|5|8|10|17|23|28|32|45|51
1638,Dan in Real Life (2007),5|25
1639,Office Space (1999),23
1640,1984 (1984),4|5|8|22|75|83|118|139
1641,Scoop (2006),16|25|35
1642,Rules of Engagement (2000),1|5|35|93
1643,American Ultra (2015),1|32|73|106
1644,The Quiet American (2002),5|8|35|55|75
1645,Ben-Hur (1959),1|5|8|47|64|77
1646,The Wave (2008),5|8|37|75
1647,The Good Shepherd (2006),1|5|16
1648,East of Eden (1955),5|8|55
1649,Gone Baby Gone (2007),5|8|16|35|36
1650,The People vs. Larry Flynt (1996),5|11|17|93
1651,Valkyrie (2008),5|10|11|75
1652,Kinsey (2004),5|11|17
1653,The Client (1994),5|8|16|35|93
1654,The Natural (1984),5|8|55
1655,Capote (2005),5|11|16|17
1656,Mike & Dave Need Wedding Dates (2016),2|23|55
1657,The Towering Inferno (1974),1|8|40
1658,Hercules (2014),0|1
1659,Eight Crazy Nights (2002),23|49|64
1660,Gremlins 2: The New Batch (1990),0|4|13|23|56|73
1661,It's Complicated (2009),25|32|72
1662,Independence Day: Resurgence (2016),1|4|10|40
1663,The Invisible (2007),0|5|6|8|13|37
1664,The Chorus (2004),5|28|49
1665,K-PAX (2001),4|5|8
1666,The Waterboy (1998),23|101
1667,Attack of the Killer Tomatoes! (1978),4|13|49|62|73
1668,The Stepford Wives (2004),4|5|17|23
1669,¡Three Amigos! (1986),23|51
1670,Taken 3 (2015),1|6
1671,Elite Squad: The Enemy Within (2010),5|16
1672,Jennifer 8 (1992),6|35
1673,The Blob (1958),4|13|56
1674,The Fly (1958),4|13|28|35|56
1675,Species (1995),4|13|56
1676,Conan the Barbarian (1982),0|1|2|8
1677,Forbidden Planet (1956),1|2|4|5
1678,Passenger 57 (1992),1|6
1679,The Manchurian Candidate (2004),5|6|8|75|118
1680,Beverly Hills Cop (1984),1|12|23|42
1681,Contact (1997),4|5|8|38
1682,This Is Spinal Tap (1984),49|62|100
1683,Far from Heaven (2002),5|17|55|123
1684,Resident Evil: Apocalypse (2004),1|4|13|68|103
1685,The Cable Guy (1996),23|35
1686,The Quick and the Dead (1995),51
1687,Romeo Must Die (2000),1|5|55|67
1688,Identity (2003),6|13|35
1689,Timeline (2003),1|2|4|6|8|38|61|138
1690,The Ninth Gate (1999),6|8|13|14|35|38
1691,Eastern Promises (2007),5|16|35
1692,Riddick (2013),1|4|6|29|38
1693,Piranha 3DD (2012),4|73
1694,And Your Mother Too (2001),5|17|23|26
1695,Meet Wally Sparks (1997),23
1696,Bewitched (2005),0|23|25
1697,The Manhattan Project (1986),6|37
1698,Bloody Sunday (2002),5|10|43|83
1699,Cinema Paradiso (1988),5|26
1700,The Night Before (2015),12|23|64
1701,Fun with Dick and Jane (2005),23|34
1702,Casino (1995),5|16|34
1703,Transformers: The Movie (1986),1|2|4
1704,Sweet Home Alabama (2002),17|25|32
1705,"It's a Mad, Mad, Mad, Mad World (1963)",31|34|65
1706,Zack and Miri Make a Porno (2008),5|25
1707,Tooth Fairy (2010),0|23
1708,Sorority Boys (2002),17|23
1709,Daddy Day Care (2003),23|53
1710,Leap of Faith (1992),23|32
1711,Baby Geniuses (1999),4|23|53
1712,Casino Royale (1967),8|48|62
1713,Octopussy (1983),1|6|48
1714,Penelope (2006),0|25
1715,Dinosaur (2000),0|2|49|117
1716,The Perks of Being a Wallflower (2012),5|8|17|26|37|55
1717,War for the Planet of the Apes (2017),1|4|5|10|20|22
1718,Fantasia (1940),0|49|50
1719,Run Fatboy Run (2007),25
1720,Grave of the Fireflies (1988),5|8|28|120
1721,The Croods (2013),0|2|23
1722,Room (2015),5|8
1723,Christine (1983),5|6|8|13|35
1724,What Women Want (2000),0|4|25|54|65
1725,Ip Man (2008),1|11|67
1726,Coyote Ugly (2000),5|25|49
1727,Love and Basketball (2000),5|25|26|55|101
1728,Sergeant York (1941),5|10|11
1729,Primary Colors (1998),5|8|11|16|23
1730,The Dinner Game (1998),23
1731,Hush (2016),6|13
1732,Whisper of the Heart (1995),2|5|55|120
1733,Alien: Resurrection (1997),1|2|4|13
1734,Magic Mike (2012),5|23|54|122
1735,The Long Goodbye (1973),5|16|35|36|58
1736,Evangelion: 3.0 You Can  Redo (2012),4|20|120|129
1737,The Descent (2005),2|13|56|97
1738,Real Steel (2011),1|4|5
1739,Poison Ivy: New Seduction (1997),37|87|102
1740,An American Tail (1986),5
1741,Persepolis (2007),5|11|26|32
1742,Shame (2011),5|87
1743,Jay and Silent Bob Strike Back (2001),12|62
1744,Stalker (1979),4|5|123
1745,"Black Cat, White Cat (1998)",5|16|25|49
1746,Girl 6 (1996),32
1747,She's Gotta Have It (1986),5|25|32
1748,Resident Evil (2002),1|4|13|68|103
1749,Ghost Dog: The Way of the Samurai (1999),1|5|6|16|67
1750,The African Queen (1951),5|8|25
1751,Summer Rental (1985),25
1752,Sneakers (1992),1|5|16|23|34|35|106
1753,Muppets From Space (1999),2|4|23|53|81
1754,Dead Again (1991),5|35|36
1755,Gladiator (1992),1|5|37|101
1756,The Others (2001),5|6|15|35|76|105
1757,Paranormal Activity (2007),6|13
1758,You Only Live Twice (1967),1|8|48
1759,Secretary (2002),5|8|25|55
1760,The Motorcycle Diaries (2004),2|5|8|11|26|98
1761,Howards End (1992),5|8
1762,Ladyhawke (1985),0|2|5|55
1763,xXx: State of the Union (2005),1|2|6|48|82
1764,Superman III (1983),1|4|23
1765,Freeway (1996),8|13|32|52
1766,Stealth (2005),1|4|6
1767,The Incredible Journey (1963),8
1768,Celebrity (1998),23|32
1769,Marley & Me (2008),8|25|32
1770,The Kid Stays in the Picture (2002),109
1771,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),0|1|4|23
1772,The Last of the Mohicans (1992),5|8|10|54|55
1773,Saved! (2004),5|17|26|32|37
1774,Cat on a Hot Tin Roof (1958),5
1775,The Bridges of Madison County (1995),5|8|28|55
1776,Cloud Atlas (2012),0|4|5|8|17|20|22|35
1777,Step Up (2006),5|16|49|55
1778,Dead Snow (2009),73|103
1779,Grown Ups 2 (2013),12|23
1780,Zero Dark Thirty (2012),5|6|10
1781,Windtalkers (2002),1|5|10
1782,The Adventures of Ichabod and Mr. Toad (1949),0|8|49|50|53
1783,A Fistful of Dollars (1964),51|99|125
1784,K-19: The Widowmaker (2002),5|6|40
1785,Easter Parade (1948),49
1786,Song of the South (1946),0|5|49|74|86|107
1787,Theodore Rex (1995),23|42
1788,Rebecca (1940),5|8|35|55
1789,Carnage (2011),5|23|32
1790,Warcraft (2016),0|1|2
1791,Money Train (1995),1|23|34|42|106
1792,Sliver (1993),6|16|35|87|102
1793,The Road Warrior (1981),1|4|20|98
1794,White Noise (2005),5|6|13|35
1795,Saw VI (2009),13
1796,The Ladykillers (2004),23|34|106
1797,Sex Drive (2008),8|17|23|25|26|37
1798,The Edge (1997),1|2|5
1799,Earth Girls Are Easy (1989),4|25|49|81
1800,Kull the Conqueror (1997),0|1
1801,Courage Under Fire (1996),1|5|6|10|28|35
1802,House on Haunted Hill (1999),6|13
1803,Pee-wee's Big Adventure (1985),23
1804,Jack (1996),5|23
1805,Jackass 3D (2010),23|101
1806,The Intern (2015),23|54
1807,Cinderella Man (2005),5|11
1808,Downfall (2004),5|8|10|11|45
1809,Home Alone 2: Lost in New York (1992),23|35|64|74
1810,Dredd (2012),1|4|22|42
1811,Mortal Kombat: Annihilation (1997),0|1|67|107
1812,Scarface (1983),1|5|52
1813,Rob Roy (1995),1|5|10|11|55|59
1814,42nd Street (1933),5|49
1815,Rock Star (2001),5|32|49
1816,Gothika (2003),6|13|70
1817,Double Jeopardy (1999),6|52
1818,From Dusk Till Dawn (1996),1|6|13|16|32|73|78
1819,Hot Shots! Part Deux (1993),62
1820,Patch Adams (1998),5|11|23|32
1821,Year One (2009),0|12|62
1822,The Witches (1990),0|8|13|23|53
1823,Just Friends (2005),25|64
1824,Platoon (1986),1|5|10
1825,Pieces of April (2003),5|23
1826,Shaft (1971),1|5|8|16|35|36
1827,All That Jazz (1979),5|11|28|49
1828,Cocktail (1988),5|12|25|55
1829,Dreamcatcher (2003),4|8|12|13
1830,Behind Enemy Lines (2001),1|5|6|10
1831,Erin Brockovich (2000),5|11
1832,Requiem for a Dream (2000),5|8
1833,House Party 2 (1991),12|25|37|49
1834,Freddy's Dead: The Final Nightmare (1991),0|73|88
1835,The Tourist (2010),1|5|16|25|54
1836,Bolt (2008),2|23|53|117
1837,The Skin I Live In (2011),4|5|8|13|17|38|54|70
1838,300: Rise of an Empire (2014),0|1|5|10
1839,The Sword in the Stone (1963),0|8|12|26|49|50
1840,The Purge: Anarchy (2014),1|6|13|22
1841,Lord of the Flies (1990),2|5|8|22|44
1842,Charlie's Angels: Full Throttle (2003),1|2|23|67|97
1843,The Smurfs (2011),0|23|53
1844,The Powerpuff Girls (2002),0|1|4|32|53
1845,Of Mice and Men (1992),5|8|27
1846,The Grey (2011),1|2|5
1847,Unstoppable (2010),1|6
1848,The Three Musketeers (2011),1|2|5|8|23|55|112|116
1849,Pride & Prejudice (2005),5|55
1850,American Splendor (2003),5|11|23
1851,First Knight (1995),1|2|5|10|55|63
1852,Goldfinger (1964),1|8|48
1853,The Hunt for Red October (1990),1|5|6|8|10|48|75|89
1854,The Reaping (2007),13
1855,Piranha (2010),4|29|73
1856,Cabaret (1972),5|17|49
1857,Bullitt (1968),1|16|52
1858,Kung Fu Hustle (2004),1|62|67
1859,Before Night Falls (2000),5|11|17|55
1860,Lords of Dogtown (2005),5|11|17|37
1861,The Love Guru (2008),25
1862,Papillon (1973),5|8|11|18
1863,Get Smart (2008),1|48
1864,The Prince & Me (2004),25|37
1865,A Tale of Two Sisters (2003),5|13|15|35
1866,The Postman (1994),5|8|55
1867,License to Drive (1988),12|25
1868,Ray (2004),5|11|49
1869,The Illusionist (2006),0|5|29|54|55
1870,The Exorcist (1973),8|13
1871,Seven Psychopaths (2012),5|16|23|35
1872,Sing (2016),5|23|49|74
1873,The Return of the Pink Panther (1975),23|34
1874,The Core (2003),1|4|8|40
1875,The Pacifier (2005),1|5|23
1876,The Day the Earth Stood Still (1951),4|5
1877,Rear Window (1954),6|8|35|52
1878,Austin Powers: International Man of Mystery (1997),16|48|62
1879,The Invention of Lying (2009),0|25
1880,House of Wax (2005),13|88
1881,Lawrence of Arabia (1962),2|5|10|11|28
1882,The Birds (1963),4|5|13
1883,Escape from New York (1981),1|4|6|18|20|22
1884,The Sting (1973),5|12|23|34
1885,"Doctor Who: The Doctor, the Widow and the Wardrobe (2011)",None
1886,North by Northwest (1959),6|16|35|48
1887,"The Adventures of Priscilla, Queen of the Desert (1994)",12|17|32
1888,The Evil Dead (1981),0|5|13|103
1889,Hellbound: Hellraiser II (1988),0|13
1890,Religulous (2008),109
1891,No Strings Attached (2011),5|25
1892,American Reunion (2012),23
1893,Nanny McPhee (2005),0|53
1894,The Wind Rises (2013),5|11|111
1895,White Chicks (2004),12|17|23|42
1896,The Seventh Seal (1957),0|5|45
1897,21 (2008),5|8|16
1898,Antz (1998),0|53
1899,Coach Carter (2005),5|11|26|37|95|101
1900,Before Midnight (2013),5|55
1901,Superman IV: The Quest for Peace (1987),1|4
1902,In Time (2011),1|4|6|16|22
1903,Safe House (2012),1|6|16
1904,Bean (1997),23
1905,Aeon Flux (2005),1|4|20|22|48|68
1906,The Aristocrats (2005),109
1907,Mimic (1997),4|13|56
